Style#,Category Name,Collection Name,Wholesale Price,Retail Price,status,Long Description,Metal Type,Diamond Quantity,Diamond Weight,Type,Qty On Hand,Memo Out,Owned,~
E6334,EARRINGS,,   2100.00,   4200.00,Yes,Golden South Sea Cultured Pearls Button 10.8 X 10.8mm set in a Pair of 18K YG Earrings with 2 Diamonds = 0.56 cts,18KYG,         2,      0.56,GSSP,         0,         1,         1,~
E6335,EARRINGS,,  14000.00,  28000.00,Yes,South Sea Cultured Pearls Round 13.5 X 13.4mm set in a Pair of 18K WG Clipback Earrings with 480 Diamonds 11.75 cts,18KWG,       480,     11.75,SSP,         0,         1,         1,~
E6336,EARRINGS,,   2800.00,   5600.00,Yes,2 South Sea Cultured Pearls Button 10.8 X 10.6mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.51 ct,18KWG,         2,      0.51,SSP,         0,         1,         1,~
E6342,EARRINGS,,   8500.00,  17000.00,Yes,2 South Sea Cultured Pearls Drop 17.1 X 15.0 X 14.8mm set in a Pair of 18K WG Earrings with 168 Diamonds 3.13 cts,18KWG,       168,      3.13,SSP,         0,         1,         1,~
E6347,EARRINGS,,   1400.00,   2800.00,Yes,2 Golden South Sea Cultured Pearls Drop 12.5 x 12.0mm set in a Pair of 18K YG Earrings with 2 Moonstones 1.045 cts  ,18KYG,         0,      0.00,GSSP,         1,         0,         1,~
E6353,EARRINGS,,   1200.00,   2400.00,Yes,South Sea Cultured Pearls Drop 12.7 X 10.6mm set in a Pair of 18K YG Earrings with 2 Green Moonstones = 3.54 cts ,18KYG,         0,      0.00,SSP,         0,         1,         1,~
E6355,EARRINGS,,   2400.00,   4800.00,Yes,South Sea Cultured Pearls Drop 14.8 X 13.4mm set in a Pair of 18K WG Earrings with 8 Moonstones 10.48 cts  ,18KWG,         0,      0.00,SSP,         0,         1,         1,~
E6358,EARRINGS,,   5700.00,  11400.00,Yes,South Sea Cultured Pearls Baroque 17.0mm set in a Pair of 18K PG Earrings with 349 Diamonds = 1.72 cts,18KPG,       349,      1.72,SSP,         0,         1,         1,~
E6362,EARRINGS,,   1800.00,   3600.00,Yes,South Sea Cultured Pearls Drop 13.3 X 12.7mm set in a Pair of 18K WG Earrings with 2 Moonstones = 3.66 cts ,18KWG,         0,      0.00,SSP,         0,         1,         1,~
E6365,EARRINGS,,  16800.00,  33600.00,Yes,South Sea Cultured Pearls Round 14.5 X 14.2mm set in a Pair of Platinum Earrings with 10 Diamonds 2.46 cts  ,PLAT,        10,      2.46,SSP,         0,         1,         1,~
E6366,EARRINGS,,  18800.00,  37600.00,Yes,South Sea Cultured Pearls Round 14.4 X 14.4mm set in a Pair of Platinum Earrings with 22 Diamonds 3.80cts ,PLAT,        22,      3.80,SSP,         0,         1,         1,~
E6372,EARRINGS,,   9000.00,  18000.00,Yes,Pair of 18K YG Textured Double Hoop Earrings set with 96 Round Diamonds = 3.80 cts,18KYG,        96,      3.80,WHITE DIAM,         0,         1,         1,~
E6373,EARRINGS,,   4600.00,   9200.00,Yes,Pair of 18K YG Textured Triple Hoop Earrings,18KYG,         0,      0.00,,         0,         1,         1,~
E6379,EARRINGS,,      0.00,      0.00,Yes,Pair of 18K WG Fish Hook Earrings with 2 Diamonds = 0.06 cts,18KWG,         2,      0.06,WHITE DIAM,         1,         0,         1,~
E6381,EARRINGS,,   6000.00,  12000.00,Yes,South Sea Cultured Pearls Baroque 20.5 X 15.2 X 14.9mm set in a Pair of 18K WG Earrings with 129 Diamonds = 1.05 cts,18KWG,       129,      1.05,SSP,         1,         0,         1,~
E6383,EARRINGS,,   8800.00,  17600.00,Yes,Golden South Sea Cultured Pearls Button 14.9 X 13.5mm set in a Pair of 18K YG Earrings with 2 Round Fancy Brown Natural Color Diamonds = 1.99 cts,18KYG,         2,      1.99,GSSP,         0,         1,         1,~
E6385,EARRINGS,,    400.00,    800.00,Yes,"Pair of 18K YG ""Fish-hook"" Earrings with 2 Diamonds = 0.12 cts",18KYG,         2,      0.12,WHITE DIAM,         1,         0,         1,~
E6386M,UNFOUND,,      0.00,      0.00,Yes,6 Golden South Sea Cult Pearls 12.6 - 12.0 mm set in a Pair of 18K WG Earrings w/ 214 Dia.=4.86 cts.,,         0,      0.00,,         1,         0,         1,~
E6387,EARRINGS,,  22300.00,  44600.00,Yes,2 Golden South Sea Cultured Pearls Button 14.0 X 13.3mm and 2 Golden South Sea Cultured Pearls Drop 15.8 X 13.9mm set in a Pair of 18K YG Clipback Earrings with 28 Diamonds 6.46 cts,18KW/YG,        28,      6.46,GSSP,         0,         1,         1,~
E6388,EARRINGS,,   3500.00,   7000.00,Yes,Golden South Sea Cultured Pearls Button 12.2 X 12.0mm set in a Pair of 18K YG Earrings with 10 Green Moonstones = 9.21 cts,18KYG,         0,      0.00,GSSP,         0,         1,         1,~
E6389,EARRINGS,,   3700.00,   7400.00,Yes,Golden South Sea Cultured Pearls Button 12.1 X 11.7mm set in a Pair of 18K YG Earrings with 10 Green Moonstones 10.10 cts,18KYG,         0,      0.00,GSSP,         1,         0,         1,~
E6390,EARRINGS,,   2400.00,   4800.00,Yes,Tahitian Natural Color Cultured Pearls Drop 14.0 X 12.0mm set in a Pair of 18K WG Earrings with 70 Diamonds 0.525 cts,18KWG,        70,      0.53,THP,         0,         1,         1,~
E6391,EARRINGS,,   2000.00,   4000.00,Yes,Tahitian Natural Color Cultured Pearls Drop 14.9 X 12.7mm set in a Pair of 18K WG Earrings,18KWG,         0,      0.00,THP,         0,         1,         1,~
E6392,EARRINGS,,   3800.00,   7600.00,Yes,Tahitian Natural Color Cultured Pearl Drops 14.5 X 14.0mm set in a Pair of 18K WG Earrings,18KWG,         0,      0.00,THP,         0,         1,         1,~
E6393,EARRINGS,,   2800.00,   5600.00,Yes,South Sea Cultured Pearls Round 11.4 X 11.2mm set in a Pair of 18K WG Stud Earrings with 2 Round Diamonds 0.40 ct,18KWG,         2,      0.40,SSP,         0,         1,         1,~
E6396,EARRINGS,,   3100.00,   6200.00,Yes,South Sea Cultured Pearls Round 11.0 x 11.0mm set in a Pair of 18K YG Earrings with 2 Diamonds 0.40 cts,18KYG,         2,      0.40,SSP,         0,         1,         1,~
E6397,EARRINGS,,   3100.00,   6200.00,Yes,2 South Sea Cultured Pearls Round 11.9 x 11.9mm set in a Pair of 18K YG Earrings with 2 Diamonds 0.40 cts,18KYG,         2,      0.40,SSP,         0,         1,         1,~
E6398,EARRINGS,,   3500.00,   7000.00,Yes,Pair of 18K YG Earrings with 2 Diamonds = 0.40 cts and Round South Sea Cultured Pearls 11.5 - 11.5mm,18KYG,         2,      0.40,SSP,         0,         1,         1,~
E6403,EARRINGS,AKOYA JEWL,   1800.00,   3600.00,Yes,20 Akoya Cultured Pearls 4.6 - 8.6mm set in a Pair of 18K WG Earrings with 126 Diamonds 0.61 cts,18KWG,         0,      0.00,JAP,         1,         0,         1,~
E6404,EARRINGS,AKOYA JEWL,   1800.00,   3600.00,Yes,20 Akoya Cultured Pearls 4.6 - 8.6mm set in a Pair of 18K WG Earrings with126 Diamonds 0.61 cts,18KWG,         0,      0.00,JAP,         1,         0,         1,~
E6405,EARRINGS,AKOYA JEWL,   1800.00,   3600.00,Yes,20 Akoya Cultured Pearls 4.6 - 8.6mm set in a Pair of 18K WG Earrings with 126 Diamonds 0.61 cts,18KWG,         0,      0.00,JAP,         1,         0,         1,~
E6406,EARRINGS,AKOYA JEWL,   1800.00,   3600.00,Yes,20 Akoya Cultured Pearls 8.5 to 4.6 mm set in Pair of 18K WG Earrings with126 Diamonds = 0.61 cts,18KWG,         0,      0.00,JAP,         1,         0,         1,~
E6407,EARRINGS,AKOYA JEWL,   1800.00,   3600.00,Yes,20 Akoya Cultured Pearls 8.5 to 4.7 mm set in Pair of 18K WG Earrings with126 Diamonds = 0.61 cts,18KWG,         0,      0.00,JAP,         1,         0,         1,~
E6408,EARRINGS,AKOYA JEWL,   1800.00,   3600.00,Yes,20 Akoya Cultured Pearls 8.7 to 4.6 mm set in Pair of 18K WG Earrings with126 Diamonds = 0.61 cts,18KWG,         0,      0.00,JAP,         1,         0,         1,~
E6413,EARRINGS,,   1500.00,   3000.00,Yes,Pair of 18K YG Earrings with 56 Diamonds = 0.26 cts and Drop Tahitian Natural Color Cultured Pearls 11.8 x 11.0mm,18KYG,        56,      0.26,THP,         0,         1,         1,~
E6416,EARRINGS,,   2500.00,   5000.00,Yes,2 South Sea Cultured Pearls Baroque 25.0 x 15.5 x 16.0mm set in a Pair of 18K YG Earrings with 56 Diamonds 0.26 cts,18KYG,        56,      0.26,SSP,         0,         1,         1,~
E6417,EARRINGS,,   2500.00,   5000.00,Yes,South Sea Cultured Pearls Baroque 23.3 X 16.7 X 15.8mm set in a Pair of 18K YG Earrings with 56 Diamonds = 0.26 cts,18KYG,        56,      0.26,SSP,         0,         1,         1,~
E6418,EARRINGS,LEGACY,   1000.00,   2000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K YG Earrings with 56 Diamonds 0.26 cts (Violetta),18KYG,        56,      0.26,JAP,         1,         0,         1,~
E6423,EARRINGS,,   1400.00,   2800.00,Yes,Pair of Tahitian Cultured Pearl Drops 14.6 - 11.2 mm set in 18K YG Earrings with 56 Diamonds= 0.26 cts,18KYG,        56,      0.26,THP,         1,         0,         1,~
E6426,EARRINGS,,   1500.00,   3000.00,Yes,Pair of South Sea Cultured Pearls Drop 13.2 X 11.6mm set in 18K WG Earrings with 50 Diamonds 0.31 cts,18KWG,        50,      0.31,SSP,         0,         1,         1,~
E6427,EARRINGS,AKOYA JEWL,   4600.00,   9200.00,Yes,"18 Akoya Cultured Pearls 3 - 3 1/2mm, 12 Sapphires 12.50 cts, 5 Amethysts 2.25 cts, and 5 Citrines  2.22 cts set in a Pair of 18K YG Clipback Earrings",18KYG,         0,      0.00,JAP,         0,         1,         1,~
E6428,EARRINGS,,   7400.00,  14800.00,Yes,Pair of Golden South Sea Pearl Drops 13.1 - 12.4 mm set in 18K WG Earrings with 78 Diamonds 1.75 cts,18KWG,         0,      0.00,GSSP,         0,         1,         1,~
E6429,EARRINGS,,  15000.00,  30000.00,Yes,"South Sea Cultured Pearls Drop 14.2 X 13.0mm set in 18K WG Earrings with 212 Diamonds 2.93 cts, 190 Paraiba Tourmalines 1.08 cts, 8 Aquamarines 0.48 cts and 7 Sapphires 0.84 cts",18KWG,       212,      2.93,SSP,         0,         1,         1,~
E6430,EARRINGS,,   9500.00,  19000.00,Yes,South Sea Cultured Pearls Button 10.9 X 10.9mm with 248 Diamonds 2.55 cts set in 18K WG Earrings,18KWG,       248,      2.55,SSP,         0,         1,         1,~
E6432,EARRINGS,,  44300.00,  88600.00,Yes," 8 South Sea Cultured Pearl Drops 18.5 - 7.3mm, 186 Diamonds 14.38ct, 207 Paraiba Tourmalines 2.68ct set in a 18K WG Earrings",18KWG,       186,     14.38,SSP,         1,         0,         1,~
E6433,EARRINGS,,   3800.00,   7600.00,Yes,"Pair of 18K Pink Gold Earrings with 6 Keshi Pearls 4 - 7mm, 47 Diamonds = 0.357ct, 70 Blue Sapphires =  0.587ct, 129 Pink Sapphires = 1.133ct",18KPG,        47,      0.36,RUB/EM/SAP,         0,         1,         1,~
E6437,EARRINGS,,   8100.00,  16200.00,Yes,"Golden South Sea Cultured Pearls Drop 13.7 X 13.6mm set in a Pair of 18K Black Gold Earrings with 18 Rubies 1.08ct, 8 Orange Sapphires 0.64ct, 6 Yellow Sapphires 0.42ct, 6 White Diamonds 0.21ct, 6 Yellow Diamonds 1.575ct and 28 Black Diamonds 0.14ct",18KBG,        60,      2.23,GSSP,         0,         1,         1,~
E6439,EARRINGS,,    200.00,    400.00,Yes,Pair of 18K YG Earrings with Freshwater pearls 7-9mm,18KYG,         0,      0.00,,         0,         1,         1,~
E6443,EARRINGS,,   2300.00,   4600.00,Yes,South Sea Cultured Pearls Drop 14.4 X 12.3mm set in 18K YG Earrings with 20 Diamonds 0.39 ct,18KYG,        20,      0.39,SSP,         0,         1,         1,~
E6444,EARRINGS,,   1700.00,   3400.00,Yes,Golden South Sea Cultured Pearls Drop 11.8 X 11.3mm set in a Pair of 18K YG Earrings with 20 Diamonds = 0.39 cts ,18KYG,        20,      0.39,GSSP,         0,         1,         1,~
E6445,EARRINGS,,   3000.00,   6000.00,Yes,Pair of 18K YG Earrings with 20 Diamonds = 0.39 cts and Drop Golden South Sea Cultured Pearls 13.7 - 12.4mm,18KYG,        20,      0.39,GSSP,         0,         1,         1,~
E6446,EARRINGS,,   1600.00,   3200.00,Yes,2 South Sea Cultured Pearls Drop12.5 x 10.7mm set in a Pair of 18K YG Earrings with 20 Diamonds 0.39 cts,18KYG,        20,      0.39,SSP,         0,         1,         1,~
E6447,EARRINGS,,   2100.00,   4200.00,Yes,Pair of Golden South Sea Cultured Pearls 11.7 x 13.2mm in 18K YG Earrings with 20 Diamonds = 0.39ct,18KYG,        20,      0.39,GSSP,         0,         1,         1,~
E6448,EARRINGS,,      0.00,      0.00,Yes,Pair of 18K YG Earrings with 20 Diamonds = 0.39ct,18KYG,         0,      0.00,WHITE DIAM,         1,         0,         1,~
E6449,EARRINGS,,   2500.00,   5000.00,Yes,2 Golden South Sea Cultured Pearls 12.7 X 11.9mm set in a pair of 18K YG Earrings with 20 Diamonds 0.39 cts,18KYG,        20,      0.39,GSSP,         0,         1,         1,~
E6451,EARRINGS,,      0.00,      0.00,Yes,Pair of 18K YG Earrings with 20 Diamonds = 0.39ct,18KYG,         0,      0.00,WHITE DIAM,         1,         0,         1,~
E6452,EARRINGS,,      0.00,      0.00,Yes,Pair of 18K YG Earrings with 20 Diamonds = 0.39ct,18KYG,        20,      0.39,WHITE DIAM,         1,         0,         1,~
E6453,EARRINGS,,      0.00,      0.00,Yes,Pair of 18K YG Earrings with 20 Diamonds = 0.39ct,18KYG,        20,      0.39,WHITE DIAM,         1,         0,         1,~
E6454,EARRINGS,,   1600.00,   3200.00,Yes,Pair of 18K YG Earrings with 20 Diamonds = 0.39 cts and Drop Golden South Sea Cultured Pearls 12.7 - 12.3mm,18KYG,        20,      0.39,GSSP,         0,         1,         1,~
E6456,EARRINGS,,   1800.00,   3600.00,Yes,South Sea Cultured Pearls Drop 13.0 X 11.5mm set in a pair of 18K WG Earrings with 20 Diamonds 0.39 ct ,18KWG,        20,      0.39,SSP,         0,         1,         1,~
E6462,EARRINGS,,   3500.00,   7000.00,Yes,Pair of 18K WG Earrings with 20 Diamonds = 0.39 cts and Drop South Sea Cultured Pearls 15.4 - 11.6mm,18KWG,        20,      0.39,SSP,         0,         1,         1,~
E6464,EARRINGS,,   3200.00,   6400.00,Yes,Pair South Sea Cultured Pearls Drop 15.5 x 12.7mm set in a Pair of WG Earrings with 20 Diamonds 0.39ct,18KWG,        20,      0.39,SSP,         0,         1,         1,~
E6466,EARRINGS,,   2900.00,   5800.00,Yes,Pair of 18K WG Earrings with 20 Diamonds = 0.39 cts and Drop Tahitian Natural Color Cultured Pearl 16.0 - 12.1mm,18KWG,        20,      0.39,THP,         0,         1,         1,~
E6470,EARRINGS,,   2400.00,   4800.00,Yes,2 South Sea Cultured Pearls 15.2 x 12.7mm set in a Pair of 18K WG Earrings with 56 Diamonds 0.25 cts ,18KWG,        56,      0.25,SSP,         0,         1,         1,~
E6473,EARRINGS,,   1200.00,   2400.00,Yes,Pair of South Sea Cultured Pearl Baroques 13.2 - 10 - 9.9mm set in 18K WG Earrings with 56 Diamonds = 0.25ct,18KWG,        56,      0.25,SSP,         0,         1,         1,~
E6479,EARRINGS,,   4500.00,   9000.00,Yes,Pair of 18K YG Earrings with Pair of South Sea Cultured Pearl Buttons 12.2 - 11.8 mm with 14 Rd Blue Moonstoness 18.15 cts,18KYG,         0,      0.00,SSP,         0,         1,         1,~
E6480,EARRINGS,,   4700.00,   9400.00,Yes,South Sea Cultured Pearls Button 12.2 X 11.9mm set in a Pair of 18K YG Clipback Earrings with 14 Rd Blue Moonstones 18.15 cts,18KYG,         0,      0.00,SSP,         0,         1,         1,~
E6481,EARRINGS,,   4800.00,   9600.00,Yes,South Sea Cultured Pearls Button 12.3 X 11.6mm set in 18K WG Clipback Earrings with 14 Moonstones 20.11 cts,18KWG,         0,      0.00,SSP,         0,         1,         1,~
E6482,EARRINGS,,   4800.00,   9600.00,Yes,2 Golden South Sea Cultured Pearls Button 12 x 11.8mm set in 18K YG Earrings with 14 Moonstones 20.11ct,18KYG,         0,      0.00,GSSP,         0,         1,         1,~
E6485,EARRINGS,,   3500.00,   7000.00,Yes,2 South Sea Cultured Pearls Button 12.2 X 11.8mm set in a Pair of 18K YG Earrings with 14 Moonstones 20.11 cts,18KYG,         0,      0.00,SSP,         0,         1,         1,~
E6489,EARRINGS,,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K YG Earrings with 2 Diamonds = 0.10 cts,18KYG,         2,      0.10,WHITE DIAM,         0,         1,         1,~
E6490,EARRINGS,,      0.00,      0.00,Yes,Pair of 18K YG Earrings with 2 Diamonds = 0.10 cts,18KYG,         2,      0.10,WHITE DIAM,         1,         0,         1,~
E6491,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K YG Earrings with 2 Diamonds 0.10 cts (Stella),18KYG,         2,      0.10,JAP,         0,         1,         1,~
E6492,EARRINGS,LEGACY,    500.00,   1000.00,Yes,Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.10 cts (Stella) ,18KWG,         2,      0.10,JAP,         1,         0,         1,~
E6495,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.10 cts (Stella),18KWG,         2,      0.10,JAP,         0,         1,         1,~
E6497,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.10 cts (Stella),18KWG,         2,      0.10,JAP,         1,         0,         1,~
E6499,EARRINGS,LEGACY,    200.00,    400.00,Yes,2 Akoya Cultured Pearls 7.0 - 7.25mm set in 18K YG Earrings (Darcy),18KYG,         0,      0.00,JAP,         1,         0,         1,~
E6501,EARRINGS,,  16900.00,  33800.00,Yes,South Sea Cultured Pearls Round 11.7 x 11.6mm set in a Pair of Platinum Earrings with 22 Diamonds 4.69 cts,PLAT,        22,      4.69,SSP,         0,         1,         1,~
E6503,EARRINGS,,  38000.00,  76000.00,Yes,2 Oval Blue Sapphires 9.40 cts and 20 Round Diamonds 5.50 cts set in a Pair of Platinum Clipback Earrings,PLAT,        20,      5.50,RUB/EM/SAP,         0,         1,         1,~
E6506,EARRINGS,,   4000.00,   8000.00,Yes,Golden South Sea Cultured Pearls Round 12.1 X 12.1mm set in a Pair of 18K YG Earrings with 14 Moonstones = 20.87 cts,18KYG,         0,      0.00,GSSP,         0,         1,         1,~
E6507,EARRINGS,,   4000.00,   8000.00,Yes,Golden South Sea Cultured Pearls Round 12.3 - 12.3mm set in a Pair of 18K WG Earrings with 14 Moonstones = 20.87 cts,18KWG,         0,      0.00,GSSP,         1,         0,         1,~
E6508,EARRINGS,,   3700.00,   7400.00,Yes,Tahitian Natural Color Cultured Pearls Round 12.9 X 12.9mm set in a Pair of 18K YG Clipback Earrings with 14 Moonstones 20.87 cts,18KYG,         0,      0.00,THP,         1,         0,         1,~
E6509,EARRINGS,,   4000.00,   8000.00,Yes,Golden South Sea Cultured Pearls Round 12.1 X 12.0mm set in a Pair of 18K YG Earrings with 14 Moonstones 20.87 cts,18KYG,         0,      0.00,GSSP,         0,         1,         1,~
E6510,EARRINGS,,   3600.00,   7200.00,Yes,Tahitian Natural Color Cultured Pearls Round 12.1 X 12.1mm set in a Pair of 18K WG Earrings with 14 Moonstones 20.87 cts,18KWG,         0,      0.00,THP,         0,         1,         1,~
E6512,EARRINGS,,  17600.00,  35200.00,Yes,Golden South Sea Cultured Pearls Round 11.5 X 11.5mm set in a Pair of 18K WG/Platinum Earrings with 22 Diamonds = 4.88 cts ,PT/18KWG,        22,      4.88,GSSP,         1,         0,         1,~
E6513,EARRINGS,,  17000.00,  34000.00,Yes,2 South Sea Golden Cultured Pearls Round 11.6 x 11.4mm set in a Pair of 18K WG/Platinum Earrings with 22 Diamonds 4.61ct.,PT/18KWG,        22,      4.61,SSP,         0,         1,         1,~
E6515,EARRINGS,,  21000.00,  42000.00,Yes,South Sea Cultured Pearls Round 11.7 X 11.6mm set in a Pair of Platinum/18K WG Clipback Earrings with 28 Diamonds 6.56 cts,PT/18KWG,        28,      6.56,SSP,         0,         1,         1,~
E6516,EARRINGS,,  21000.00,  42000.00,Yes,South Sea Cultured Pearls Round 11.4mm set in a Pair of 18K WG/Platinum Earrings with 28 Diamonds 6.59 cts,PT/18KWG,        28,      6.59,SSP,         0,         1,         1,~
E6518,EARRINGS,,  22000.00,  44000.00,Yes,Golden South Sea Cultured Pearls Round 11.6 X 11.6mm set in a Pair of Platinum/18K WG Clipback Earrings with 28 Diamonds 7.09 cts,PT/18KWG,        28,      7.09,GSSP,         0,         1,         1,~
E6519,EARRINGS,,  30000.00,  60000.00,Yes,South Sea Cultured Pearls Round 13.6 X 13.6mm set in a Pair of Platinum and 18K WG Earrings with 28 Marq-cut and 4 Rd Diamonds = 8.78 cts,PT/18KWG,        32,      8.78,SSP,         1,         0,         1,~
E6520,EARRINGS,,  30000.00,  60000.00,Yes,South Sea Cultured Pearls Round 13.6 X 13.5 mm set in a Pair of Platinum/18K WG Earrings with 32 Diamonds 9.07 cts,PT/18KWG,        32,      9.07,SSP,         0,         1,         1,~
E6521,EARRINGS,,  30000.00,  60000.00,Yes,South Sea Cultured Pearls Round 14.4 X 14.3mm set in a Pair of Platinum/18K WG Clipback Earrings with 32 Diamonds 8.73 cts,PT/18KWG,        32,      8.73,SSP,         0,         1,         1,~
E6536,EARRINGS,,   2700.00,   5400.00,Yes,South Sea Cultured Pearls Round 11.0 X 11.0mm set in a Pair of 18K WG Clipback Earrings with 2 Round Diamonds 0.53 ct,18KWG,         2,      0.53,SSP,         0,         1,         1,~
E6537,EARRINGS,,   7300.00,  14600.00,Yes,2 South Sea Cultured Pearls Button 14.5 x 12.9mm set in 18K YG Earrings with 10 Diamonds 2.63ct,18KYG,        10,      2.63,SSP,         0,         1,         1,~
E6538,EARRINGS,,   6400.00,  12800.00,Yes,Tahitian Natural Color Cultured Pearl Buttons 15.7 x 14.3mm set in a Pair of 18K BG Earrings with 16 Diamonds 0.95ct,18KBG,        16,      0.95,THP,         0,         1,         1,~
E6541,EARRINGS,,   1900.00,   3800.00,Yes,2 Golden South Sea Cultured Pearls Button 12.9 - 12.2mm set in a Pair of 18K YG Clipback Earrings,18KYG,         0,      0.00,GSSP,         0,         1,         1,~
E6544,EARRINGS,,   6600.00,  13200.00,Yes,South Sea Cultured Pearls Button 16.8 X 16.3mm set in a Pair of Platinum Clipback Earrings ,PLAT,         0,      0.00,SSP,         0,         1,         1,~
E6545,EARRINGS,,   6500.00,  13000.00,Yes,2 South Sea Cultured Pearls Button 16.3 X 15.8mm set in a Pair of 18K WG Clipback Earrings,18KWG,         0,      0.00,SSP,         0,         1,         1,~
E6547,EARRINGS,,   1400.00,   2800.00,Yes,2 Tahitian Natural Color Cultured Pearls 12.6 X 12.7mm set in a Pair of Platinum Clipback Earrings ,PLAT,         0,      0.00,THP,         0,         1,         1,~
E6549,EARRINGS,,   3100.00,   6200.00,Yes,Golden South Sea Cultured Pearls Button 13.0 X 12.2mm set in a Pair of 18K YG Clipback-post Earrings,18KYG,         0,      0.00,GSSP,         0,         1,         1,~
E6552,EARRINGS,,   2200.00,   4400.00,Yes,2 South Sea Cultured Pearls Round 12.4 X 12.5mm set in a Pair of Platinum Clipback Earrings ,PLAT,         0,      0.00,SSP,         0,         1,         1,~
E6554,EARRINGS,,   6800.00,  13600.00,Yes,South Sea Color Cultured Pearls Button 16.6 X 14.6mm set in a Pair of Platinum Clipback Earrings,PLAT,         0,      0.00,SSP,         0,         1,         1,~
E6555,EARRINGS,,   1400.00,   2800.00,Yes,Pair of 18K YG Clipback Earrings and Button Golden South Sea Cultured Pearls 12.4 - 11.9mm,18KYG,         0,      0.00,GSSP,         0,         1,         1,~
E6556,EARRINGS,,   1200.00,   2400.00,Yes,Pair of 18K WG Clipback Earrings and Tahitian Natural Color Cultured Pearls 11.2mm,18KWG,         0,      0.00,THP,         0,         1,         1,~
E6557,EARRINGS,,   1600.00,   3200.00,Yes,South Sea Cultured Pearls 13.5 X 13.0mm set in a Pair of 18K WG Clipback Earrings,18KWG,         0,      0.00,SSP,         0,         1,         1,~
E6558,EARRINGS,,   4500.00,   9000.00,Yes,South Sea Cultured Pearls Button 16.4 X 14.4mm set in a Pair of 18K WG Clipback Earrings,18KWG,         0,      0.00,SSP,         0,         1,         1,~
E6559,EARRINGS,,   1700.00,   3400.00,Yes,Golden South Sea Cultured Pearls Button 13.7 X 12.9mm set in a Pair of 18K YG Clipback Earrings,18KYG,         0,      0.00,GSSP,         0,         1,         1,~
E6560,EARRINGS,,   6900.00,  13800.00,Yes,Tahitian Natural Color Cultured Pearls Round 15.7 X 15.7mm set in a Pair of Platinum Clipback Earrings,PLAT,         0,      0.00,THP,         0,         1,         1,~
E6563,EARRINGS,,   2500.00,   5000.00,Yes,South Sea Cultured Pearls Button 12.3 X 11.9mm set in a Pair of 18K WG Clipback Earrings,18KWG,         0,      0.00,SSP,         0,         1,         1,~
E6564,EARRINGS,,   7600.00,  15200.00,Yes,Pair of Platinum Earrings with 2 Diamonds = 1.02 cts and Tahitian Natural Color Cultured Pearls 15.4 - 15.0mm,PLAT,         2,      1.02,THP,         0,         1,         1,~
E6565,EARRINGS,,   2100.00,   4200.00,Yes,South Sea Cultured Pearls Baroque 15.0 X 14.2 X 13.6mm set in a Pair of 18K WG Clipback Earrings,18KWG,         0,      0.00,SSP,         0,         1,         1,~
E6566,EARRINGS,,   2900.00,   5800.00,Yes,Tahitian Natural Color Cultured Pearls Button 15.3 x 15.0mm set in a Pair of 18K YG Clipbacks,18KYG,         0,      0.00,THP,         0,         1,         1,~
E6567,EARRINGS,,   2500.00,   5000.00,Yes,Tahitian Natural Color Cultured Pearls Button 14.0 X 13.6mm set in a Pair of Platinum Clipback Earrings,PLAT,         0,      0.00,THP,         1,         0,         1,~
E6569,EARRINGS,,  18000.00,  36000.00,Yes,"4 South Sea Cultured Pearl Drops 13.4 - 10.4mm set in 18K WG Earrings with 6 Yellow Sapphires 4.064 cts, 6 Blue Sapphires 2.05 cts, 114 Tsav Garnets 0.815 cts and 124 Diamonds 1.196 cts",18KWG,       124,      1.20,RUB/EM/SAP,         0,         1,         1,~
E6570,EARRINGS,,   2300.00,   4600.00,Yes,Golden South Sea Cultured Pearls Button 13.7 X 12.9mm set in a Pair of 18K YG Earrings ,18KYG,         0,      0.00,GSSP,         0,         1,         1,~
E6571,EARRINGS,,   2500.00,   5000.00,Yes,Pair of 18K YG Clipback Earrings and Round Tahitian Natural Color Cultured Pearls 12.3 - 12.4mm,18KYG,         0,      0.00,THP,         0,         1,         1,~
E6572,EARRINGS,,   3200.00,   6400.00,Yes,Pair of 18K YG Clipback Earrings and Button Tahitian Natural Color Cultured Pearls 14.1 - 13.5mm,18KYG,         0,      0.00,THP,         0,         1,         1,~
E6574,EARRINGS,,   2000.00,   4000.00,Yes,Tahitian Natural Color Cultured Pearls Button 14.8 X 14.5mm set in a Pair of 18K YG Clipback Earrings,18KYG,         0,      0.00,THP,         1,         0,         1,~
